date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:43:40	30918/30918	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:40%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/sublime-art-of-not-worrying-at-all/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/sublime-art-of-not-worrying-at-all/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:41	31024/31024	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:41%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/a-brief-history-of-everything-in-between/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/a-brief-history-of-everything-in-between/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:41	30962/30962	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:42%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/what-to-expect-in-a-changed-lifestyle/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/what-to-expect-in-a-changed-lifestyle/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:55	91611/91611	---M--	200	added ('OK')	image/png	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/Untitled-1-1.png	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/Untitled-1-1.png	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:43:56	32611/32611	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:43:56%20GMT	http://themebubble.com/demo/webify/app-landing/blog/page/2/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/blog/page/2/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:44:02	264238/264238	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/owvrb-m3gwe.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/owvrb-m3gwe.jpg	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:44:06	401190/401190	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2015%20Oct%202019%2004:06:35%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/497cda95a21c57c0e7e03010ffdaf85b.js	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/497cda95a21c57c0e7e03010ffdaf85b.js	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:44:07	2824/2824	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:07%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fthe-thin-blur-line-between-corporate-lifestyle-other-things%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed560b.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:09	1571/1571	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:09	465937/465937	---MCZ	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2009:17:00%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/3d83ddd93275d2f8f6e82a5380c699d0.css	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/3d83ddd93275d2f8f6e82a5380c699d0.css	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:09	2936/2936	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:09%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fthe-thin-blur-line-between-corporate-lifestyle-other-things%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed8fa8	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:10	193387/193387	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/wo23uj_8euu.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/wo23uj_8euu.jpg	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:44:14	70700/70700	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Oct%202019%2004:06:35%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/186e285c72e11bc385ba82c48c5cd72f.js	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/186e285c72e11bc385ba82c48c5cd72f.js	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:15	36863/36863	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:44:15%20GMT	http://themebubble.com/demo/webify/app-landing/tag/food/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/tag/food/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:15	36875/36875	---M-Z	200	added ('OK')	text/html	date:Fri,%2001%20Nov%202019%2023:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/tag/fun/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/tag/fun/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:19	138244/138244	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:03:38%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/s9cc2skysjm.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/uploads/sites/12/2019/05/s9cc2skysjm.jpg	(from http://themebubble.com/demo/webify/app-landing/blog/)
22:44:20	36893/36893	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:44:20%20GMT	http://themebubble.com/demo/webify/app-landing/tag/office/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/tag/office/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:21	63884/63884	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:04:07%20GMT	http://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/qxyjgownc_i-1024x683.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/qxyjgownc_i-1024x683.jpg	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:22	25909/25909	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:44:22%20GMT	http://themebubble.com/demo/webify/app-landing/category/lifestyle/page/2/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/category/lifestyle/page/2/index.html	(from http://themebubble.com/demo/webify/app-landing/category/lifestyle/)
22:44:23	71104/71104	---M--	200	added ('OK')	image/jpeg	date:Tue,%2015%20Oct%202019%2004:04:07%20GMT	http://themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/d2phv1q00pk-1024x683.jpg	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/creative/wp-content/uploads/sites/8/2019/04/d2phv1q00pk-1024x683.jpg	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:23	486913/486913	---MCZ	200	added ('OK')	text/css	date:Tue,%2015%20Oct%202019%2009:17:00%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/ef56e02629c852a64c3c776483819a5c.css	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/ef56e02629c852a64c3c776483819a5c.css	(from http://themebubble.com/demo/webify/app-landing/category/lifestyle/)
22:44:24	62925/62925	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2031%20Jul%202019%2010:18:20%20GMT	http://themebubble.com/demo/webify/app-landing/category/lifestyle/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/category/lifestyle/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/category/lifestyle/)
22:44:24	103908/103908	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2015%20Oct%202019%2004:06:35%20GMT	http://themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/55e0dc0edba0d2daaca9284cc30bc7a3.js	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-content/cache/min/12/55e0dc0edba0d2daaca9284cc30bc7a3.js	(from http://themebubble.com/demo/webify/app-landing/category/lifestyle/)
22:44:24	62938/62938	---M-Z	200	added ('OK')	application/rss+xml	date:Wed,%2031%20Jul%202019%2010:18:20%20GMT	http://themebubble.com/demo/webify/app-landing/author/developmentthemebubble/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/author/developmentthemebubble/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/author/developmentthemebubble/)
22:44:25	2651/2651	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:25%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fhalfway-though-a-decade-more%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embedf40a.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/halfway-though-a-decade-more/)
22:44:25	1411/1411	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/halfway-though-a-decade-more/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/halfway-though-a-decade-more/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/halfway-though-a-decade-more/)
22:44:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:25%20GMT	http://themebubble.com/demo/webify/app-landing/?p=214	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/indexba1b.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/halfway-though-a-decade-more/)
22:44:25	2763/2763	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:26%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fhalfway-though-a-decade-more%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed7e51	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/halfway-though-a-decade-more/)
22:44:26	2698/2698	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:26%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fhow-to-live-a-balanced-life-like-everyone%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embedc919.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/how-to-live-a-balanced-life-like-everyone/)
22:44:26	918/918	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/how-to-live-a-balanced-life-like-everyone/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/how-to-live-a-balanced-life-like-everyone/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/how-to-live-a-balanced-life-like-everyone/)
22:44:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:27%20GMT	http://themebubble.com/demo/webify/app-landing/?p=213	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/indexf3dd.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/how-to-live-a-balanced-life-like-everyone/)
22:44:27	2810/2810	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:27%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fhow-to-live-a-balanced-life-like-everyone%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed8fd9	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/how-to-live-a-balanced-life-like-everyone/)
22:44:28	2738/2738	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:28%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fthere-will-be-a-time-when-it-all-goes-against-you%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embedc60e.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/)
22:44:28	942/942	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/)
22:44:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:29%20GMT	http://themebubble.com/demo/webify/app-landing/?p=212	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/index905c.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/)
22:44:29	2850/2850	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:29%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fthere-will-be-a-time-when-it-all-goes-against-you%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed1ffe	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/there-will-be-a-time-when-it-all-goes-against-you/)
22:44:30	2641/2641	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:30%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fsmashing-dreams-more-of-it%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed00e0.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/smashing-dreams-more-of-it/)
22:44:30	880/880	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/smashing-dreams-more-of-it/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/smashing-dreams-more-of-it/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/smashing-dreams-more-of-it/)
22:44:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:31%20GMT	http://themebubble.com/demo/webify/app-landing/?p=211	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/index0114.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/smashing-dreams-more-of-it/)
22:44:31	2753/2753	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:31%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fsmashing-dreams-more-of-it%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed66a9	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/smashing-dreams-more-of-it/)
22:44:32	2683/2683	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:32%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fthe-life-hack-you-might-think-you-know%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed51cc.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-life-hack-you-might-think-you-know/)
22:44:32	909/909	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/the-life-hack-you-might-think-you-know/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/the-life-hack-you-might-think-you-know/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-life-hack-you-might-think-you-know/)
22:44:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:33%20GMT	http://themebubble.com/demo/webify/app-landing/?p=210	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/indexe4c6.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-life-hack-you-might-think-you-know/)
22:44:33	2795/2795	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:33%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fthe-life-hack-you-might-think-you-know%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embedee28	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-life-hack-you-might-think-you-know/)
22:44:33	2669/2669	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:33%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fsublime-art-of-not-worrying-at-all%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed4217.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/sublime-art-of-not-worrying-at-all/)
22:44:33	899/899	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/sublime-art-of-not-worrying-at-all/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/sublime-art-of-not-worrying-at-all/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/sublime-art-of-not-worrying-at-all/)
22:44:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:34%20GMT	http://themebubble.com/demo/webify/app-landing/?p=208	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/index0eba.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/sublime-art-of-not-worrying-at-all/)
22:44:34	2781/2781	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:34%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fsublime-art-of-not-worrying-at-all%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed39cd	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/sublime-art-of-not-worrying-at-all/)
22:44:34	2693/2693	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:34%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fa-brief-history-of-everything-in-between%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed391d.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/a-brief-history-of-everything-in-between/)
22:44:34	915/915	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/a-brief-history-of-everything-in-between/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/a-brief-history-of-everything-in-between/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/a-brief-history-of-everything-in-between/)
22:44:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:35%20GMT	http://themebubble.com/demo/webify/app-landing/?p=206	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/index1e11.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/a-brief-history-of-everything-in-between/)
22:44:35	2805/2805	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:35%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fa-brief-history-of-everything-in-between%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed99a0	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/a-brief-history-of-everything-in-between/)
22:44:36	2678/2678	---M-Z	200	added ('OK')	application/json	date:Sat,%2002%20Nov%202019%2003:44:36%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fwhat-to-expect-in-a-changed-lifestyle%2F	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed6e3b.json	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/what-to-expect-in-a-changed-lifestyle/)
22:44:36	906/906	---M-Z	200	added ('OK')	application/rss+xml	date:Tue,%2023%20Apr%202019%2013:29:02%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/15/what-to-expect-in-a-changed-lifestyle/feed/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/15/what-to-expect-in-a-changed-lifestyle/feed/index.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/what-to-expect-in-a-changed-lifestyle/)
22:44:36	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:36%20GMT	http://themebubble.com/demo/webify/app-landing/?p=204	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/indexcb89.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/what-to-expect-in-a-changed-lifestyle/)
22:44:37	2790/2790	---M-Z	200	added ('OK')	text/xml	date:Sat,%2002%20Nov%202019%2003:44:37%20GMT	http://themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthemebubble.com%2Fdemo%2Fwebify%2Fapp-landing%2F2019%2F04%2F15%2Fwhat-to-expect-in-a-changed-lifestyle%2F&format=xml	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/wp-json/oembed/1.0/embeda0ba	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/what-to-expect-in-a-changed-lifestyle/)
22:44:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:38%20GMT	http://themebubble.com/demo/webify/app-landing/?p=215	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/indexd7c9.html	(from http://themebubble.com/demo/webify/app-landing/2019/04/15/the-thin-blur-line-between-corporate-lifestyle-other-things/)
22:44:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2002%20Nov%202019%2003:44:38%20GMT	http://themebubble.com/demo/webify/app-landing/blog/page/1/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/blog/page/1/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/page/2/)
22:44:39	29926/29926	---M-Z	200	added ('OK')	text/html	date:Sat,%2002%20Nov%202019%2003:44:38%20GMT	http://themebubble.com/demo/webify/app-landing/2019/04/13/hello/	E:/proyecto%20web/landingPage/ensenas/themebubble.com/demo/webify/app-landing/2019/04/13/hello/index.html	(from http://themebubble.com/demo/webify/app-landing/blog/page/2/)
